Kód ADM;Kód obce;Název obce;Kód MOMC;Název MOMC;Kód obvodu Prahy;Název obvodu Prahy;Kód èásti obce;Název èásti obce;Kód ulice;Název ulice;Typ SO;Èíslo domovní;Èíslo orientaèní;Znak èísla orientaèního;PSÈ;Souøadnice Y;Souøadnice X;Platí Od
22406409;554782;Praha;547310;Praha-Èakovice;94;Praha 9;400751;Èakovice;483273.0;K pøejezdu;è.p.;183;7.0;;19600;734999.59;1037000.99;2021-12-21T00:00:00
22406425;554782;Praha;547310;Praha-Èakovice;94;Praha 9;400751;Èakovice;483117.0;Ostravická;è.p.;186;11.0;;19600;734177.47;1037109.43;2021-12-21T00:00:00
22406450;554782;Praha;547310;Praha-Èakovice;94;Praha 9;400751;Èakovice;447277.0;Tøtinová;è.p.;189;2.0;;19600;734625.14;1036763.0;2021-12-21T00:00:00
22406476;554782;Praha;547310;Praha-Èakovice;94;Praha 9;400751;Èakovice;480461.0;námìstí Jiøího Berana;è.p.;191;2.0;;19600;734285.51;1037074.91;2021-12-21T00:00:00
22406549;554782;Praha;547310;Praha-Èakovice;94;Praha 9;400751;Èakovice;467669.0;Cukerní;è.p.;198;3.0;;19600;734608.22;1036816.42;2024-07-03T00:00:00
22406689;554782;Praha;547310;Praha-Èakovice;94;Praha 9;400751;Èakovice;472441.0;Homolová;è.p.;213;2.0;;19600;734537.91;1036826.55;2021-12-21T00:00:00
22406719;554782;Praha;547310;Praha-Èakovice;94;Praha 9;400751;Èakovice;483133.0;U Èerveného mlınku;è.p.;216;;;19600;735731.24;1036575.73;2022-04-26T00:00:00
22407065;554782;Praha;547310;Praha-Èakovice;94;Praha 9;400751;Èakovice;462161.0;Plajnerova;è.p.;251;8.0;;19600;733900.25;1036984.21;2021-12-21T00:00:00
22407090;554782;Praha;547310;Praha-Èakovice;94;Praha 9;400751;Èakovice;451827.0;Váská;è.p.;254;3.0;;19600;734394.79;1037138.34;2017-06-29T00:00:00
22407103;554782;Praha;547310;Praha-Èakovice;94;Praha 9;400751;Èakovice;448966.0;Církova;è.p.;255;8.0;;19600;733825.01;1037098.5;2024-09-16T00:00:00
22407138;554782;Praha;547310;Praha-Èakovice;94;Praha 9;400751;Èakovice;450561.0;Danielova;è.p.;258;11.0;;19600;734097.76;1036779.3;2021-12-21T00:00:00
22407146;554782;Praha;547310;Praha-Èakovice;94;Praha 9;400751;Èakovice;456900.0;Na barikádách;è.p.;259;9.0;;19600;733808.82;1037004.57;2021-12-21T00:00:00
22407162;554782;Praha;547310;Praha-Èakovice;94;Praha 9;400751;Èakovice;446866.0;Zámišova;è.p.;261;13.0;;19600;733888.28;1036949.88;2021-12-21T00:00:00
22407235;554782;Praha;547310;Praha-Èakovice;94;Praha 9;400751;Èakovice;445746.0;Hrdinova;è.p.;270;3.0;;19600;734171.75;1036701.78;2021-12-21T00:00:00
22407341;554782;Praha;547310;Praha-Èakovice;94;Praha 9;400751;Èakovice;452394.0;Vyhlídkova;è.p.;281;6.0;;19600;733989.54;1037011.62;2021-12-21T00:00:00
22407375;554782;Praha;547310;Praha-Èakovice;94;Praha 9;400751;Èakovice;499986.0;Beckovská;è.p.;285;6.0;;19600;734156.64;1036710.57;2021-12-21T00:00:00
22407545;554782;Praha;547310;Praha-Èakovice;94;Praha 9;400751;Èakovice;462306.0;Vojáèkova;è.p.;302;6.0;;19600;734072.75;1036979.03;2021-12-21T00:00:00
22407693;554782;Praha;547310;Praha-Èakovice;94;Praha 9;400751;Èakovice;455253.0;Svitavská;è.p.;317;8.0;;19600;734191.13;1037207.82;2013-12-16T00:00:00
22407855;554782;Praha;547310;Praha-Èakovice;94;Praha 9;400751;Èakovice;477338.0;Oderská;è.p.;333;5.0;;19600;734067.27;1037171.72;2017-06-14T00:00:00
22408070;554782;Praha;547310;Praha-Èakovice;94;Praha 9;400751;Èakovice;443085.0;Kostková;è.p.;355;4.0;;19600;734262.27;1036770.57;2021-12-21T00:00:00
22408517;554782;Praha;547310;Praha-Èakovice;94;Praha 9;400751;Èakovice;454231.0;Krystalová;è.p.;399;11.0;;19600;734502.62;1036649.79;2021-12-21T00:00:00
22408681;554782;Praha;547310;Praha-Èakovice;94;Praha 9;400751;Èakovice;466433.0;Dyjská;è.p.;417;1.0;;19600;734309.36;1037149.09;2017-06-29T00:00:00
22410384;554782;Praha;547310;Praha-Èakovice;94;Praha 9;400751;Èakovice;483257.0;Úslavská;è.p.;588;2.0;;19600;734603.05;1037268.51;2021-12-22T00:00:00
22410449;554782;Praha;547310;Praha-Èakovice;94;Praha 9;400751;Èakovice;483249.0;Radbuzská;è.p.;594;2.0;;19600;734611.48;1037315.98;2021-12-22T00:00:00
22410503;554782;Praha;547310;Praha-Èakovice;94;Praha 9;400751;Èakovice;483176.0;Litavská;è.p.;600;2.0;;19600;734636.63;1037351.58;2018-07-13T00:00:00
22410597;554782;Praha;547310;Praha-Èakovice;94;Praha 9;400751;Èakovice;483168.0;U Párníkù;è.p.;609;15.0;;19600;733817.83;1037216.1;2017-06-29T00:00:00
22410741;554782;Praha;547310;Praha-Èakovice;94;Praha 9;400751;Èakovice;483231.0;Myjavská;è.p.;624;2.0;;19600;734341.31;1037325.71;2017-06-14T00:00:00
22410775;554782;Praha;547310;Praha-Èakovice;94;Praha 9;400751;Èakovice;483206.0;Lunická;è.p.;627;2.0;;19600;734207.95;1037386.5;2017-06-29T00:00:00
22410805;554782;Praha;547310;Praha-Èakovice;94;Praha 9;400751;Èakovice;483192.0;Niská;è.p.;630;2.0;;19600;734223.51;1037424.34;2017-06-29T00:00:00
22410872;554782;Praha;547310;Praha-Èakovice;94;Praha 9;400751;Èakovice;448567.0;U Bílého Mlınku;è.p.;637;16.0;;19600;734033.99;1036515.36;2021-12-21T00:00:00
22411020;554782;Praha;547310;Praha-Èakovice;94;Praha 9;400751;Èakovice;483184.0;Svratecká;è.p.;652;2.0;;19600;734238.42;1037462.36;2017-06-29T00:00:00
22411054;554782;Praha;547310;Praha-Èakovice;94;Praha 9;400751;Èakovice;483222.0;Kysucká;è.p.;655;9.0;;19600;734139.29;1037413.2;2017-06-29T00:00:00
22411151;554782;Praha;547310;Praha-Èakovice;94;Praha 9;400751;Èakovice;483265.0;K sedlišti;è.p.;665;4.0;;19600;734419.75;1037591.93;2021-12-21T00:00:00
22411305;554782;Praha;547310;Praha-Èakovice;94;Praha 9;400751;Èakovice;483044.0;Za tratí;è.p.;680;2.0;;19600;735332.32;1036858.69;2021-12-21T00:00:00
22411321;554782;Praha;547310;Praha-Èakovice;94;Praha 9;400751;Èakovice;483141.0;U nádraí;è.p.;682;2.0;;19600;735164.73;1037120.48;2021-12-21T00:00:00
22411381;554782;Praha;547310;Praha-Èakovice;94;Praha 9;400751;Èakovice;483214.0;Doubravská;è.p.;689;2.0;;19600;734190.9;1037346.68;2017-06-29T00:00:00
22412883;554782;Praha;547361;Praha 14;94;Praha 9;400742;Èernı Most;502375.0;Vlèkova;è.p.;1062;2.0;;19800;732676.59;1042470.41;2017-06-29T00:00:00
22412964;554782;Praha;547361;Praha 14;94;Praha 9;400742;Èernı Most;502286.0;Bratøí Venclíkù;è.p.;1070;2.0;;19800;732649.9;1042395.75;2017-06-29T00:00:00
22413014;554782;Praha;547361;Praha 14;94;Praha 9;400742;Èernı Most;504181.0;Cíglerova;è.p.;1075;2.0;;19800;732663.24;1042292.72;2017-06-29T00:00:00
22413189;554782;Praha;547361;Praha 14;94;Praha 9;400742;Èernı Most;506427.0;Pospíchalova;è.p.;1093;5.0;;19800;732089.31;1042313.58;2017-06-29T00:00:00
22413197;554782;Praha;547361;Praha 14;94;Praha 9;400742;Èernı Most;504190.0;Bojèenkova;è.p.;1094;2.0;;19800;732534.79;1042439.85;2023-10-12T00:00:00
22413278;554782;Praha;547361;Praha 14;94;Praha 9;400742;Èernı Most;502367.0;Bouøilova;è.p.;1102;2.0;;19800;732507.66;1042366.55;2017-06-29T00:00:00
22413359;554782;Praha;547361;Praha 14;94;Praha 9;400742;Èernı Most;505544.0;Paculova;è.p.;1110;2.0;;19800;732392.54;1042410.76;2017-06-29T00:00:00
22413430;554782;Praha;547361;Praha 14;94;Praha 9;400742;Èernı Most;504203.0;Trytova;è.p.;1118;2.0;;19800;732366.68;1042336.52;2017-06-29T00:00:00
22413499;554782;Praha;547361;Praha 14;94;Praha 9;400742;Èernı Most;505552.0;Volkova;è.p.;1124;2.0;;19800;732245.72;1042376.56;2017-06-29T00:00:00
22413588;554782;Praha;547361;Praha 14;94;Praha 9;400742;Èernı Most;504416.0;Ronešova;è.p.;1133;2.0;;19800;732224.87;1042307.32;2017-06-29T00:00:00
22413669;554782;Praha;538175;Praha-Dolní Poèernice;94;Praha 9;29955;Dolní Poèernice;487465.0;Národních hrdinù;è.p.;1;;;19012;731598.89;1044429.78;2017-06-22T00:00:00
